entrynum,smiles,pka_type,pka_value,temp,remarks,method,ref,ref_remarks,entry_remarks,original_iupac_name,original_iupac_nickname,source,uniqueid,pressure,acidity_label
3479,CCC(CC)(C(=O)O)C(=O)O,pK2,7.408,20,I=0.01,E1ch,I28,Thermodynamic quantities are derived from the results,method with mercury,"propanedioic acid, diethyl-",,serjeant,serjeant3479,,A
3479,CCC(CC)(C(=O)O)C(=O)O,pK2,7.428,30,I=0.01,E1ch,I28,Thermodynamic quantities are derived from the results,method with mercury,"propanedioic acid, diethyl-",,serjeant,serjeant3479,,A
3479,CCC(CC)(C(=O)O)C(=O)O,pK2,7.441,35,I=0.01,E1ch,I28,Thermodynamic quantities are derived from the results,method with mercury,"propanedioic acid, diethyl-",,serjeant,serjeant3479,,A
3479,CCC(CC)(C(=O)O)C(=O)O,pK2,7.458,40,I=0.01,E1ch,I28,Thermodynamic quantities are derived from the results,method with mercury,"propanedioic acid, diethyl-",,serjeant,serjeant3479,,A
3479,CCC(CC)(C(=O)O)C(=O)O,pK2,7.472,45,I=0.01,E1ch,I28,Thermodynamic quantities are derived from the results,method with mercury,"propanedioic acid, diethyl-",,serjeant,serjeant3479,,A
3496,O=C(O)c1ccc(Cl)cc1Cl,pK1,2.68,25,C=0.00016-0.00052,"C1, R1a, K1a, K2e",D40,,,"benzoic acid, 2,4-dichloro-",,serjeant,serjeant3496,,A
3497,O=C(O)c1cc(Cl)ccc1Cl,pK1,2.466,25,C=0.00015-0.00018,"C1, R1a, K1a, K2e",D40,,,"benzoic acid, 2,5-dichloro-",,serjeant,serjeant3497,,A
3498,O=C(O)c1c(Cl)cccc1Cl,pK1,1.594,25,C=0.00039-0.0022,"C1, R1a, K1a, K2e",D40,,,"benzoic acid, 2,6-dichloro-",,serjeant,serjeant3498,,A
3522,N#Cc1cccc(O)c1,pK1,8.608,25,"m=0.00007, I=0.02-0.1",O5a,F12,,,"benzenecarbonitrile, 3-hydroxy-",Phenol 3-cyano,serjeant,serjeant3522,,A
3523,N#Cc1ccc(O)cc1,pK1,7.967,25,"m=0.00007, I=0.02-0.07",O5a,F12,,,"benzenecarbonitrile, 4-hydroxy-",Phenol 4-cyano,serjeant,serjeant3523,,A
3539,O=C(O)c1ccccc1Cl,pK1,2.9,25,C=0.0006-0.0029,"C2, R1c",M58,,,"benzoic acid, 2-chloro-",,serjeant,serjeant3539,,A
3540,O=C(O)c1cccc(Cl)c1,pK1,3.839,25,Value calculated from thermodynamic data given in the reference,O5a,B91,,,"benzoic acid, 3-chloro-",,serjeant,serjeant3540,,A
3541,O=C(O)c1ccc(Cl)cc1,pK1,3.988,25,Value calculated from thermodynamic data given in the reference,O5a,B91,,,"benzoic acid, 4-chloro-",,serjeant,serjeant3541,,A
3544,O=C(O)c1cccc(Br)c1,pK1,3.813,25,Value calculated from thermodynamic data given in the reference,O5a,B91,,,"benzoic acid, 3-bromo-",,serjeant,serjeant3544,,A
3545,O=C(O)c1ccc(Br)cc1,pK1,3.963,25,Value calculated from thermodynamic data given in the reference,O5a,B91,,,"benzoic acid, 4-bromo-",,serjeant,serjeant3545,,A
3550,O=C(O)c1ccc(I)cc1,pK1,3.997,25,Value calculated from thermodynamic data given in the reference,O5a,B91,,,"benzoic acid, 4-iodo-",,serjeant,serjeant3550,,A
3552,O=C(O)c1ccc(F)cc1,pK1,4.153,25,,"C2, R1a, R1b",F18,,,"benzoic acid, 4-fluoro-",,serjeant,serjeant3552,,A
3552,O=C(O)c1ccc(F)cc1,pK1,4.061,25,P=500 (bar),"C2, R1a, R1b",F18,,,"benzoic acid, 4-fluoro-",,serjeant,serjeant3552,500 (bar),A
3552,O=C(O)c1ccc(F)cc1,pK1,3.976,25,P=1000 (bar),"C2, R1a, R1b",F18,,,"benzoic acid, 4-fluoro-",,serjeant,serjeant3552,1000 (bar),A
3552,O=C(O)c1ccc(F)cc1,pK1,3.9,25,P=1500 (bar),"C2, R1a, R1b",F18,,,"benzoic acid, 4-fluoro-",,serjeant,serjeant3552,1500 (bar),A
3552,O=C(O)c1ccc(F)cc1,pK1,3.822,25,P=2000 (bar),"C2, R1a, R1b",F18,,,"benzoic acid, 4-fluoro-",,serjeant,serjeant3552,2000 (bar),A
3552,O=C(O)c1ccc(F)cc1,pK1,3.753,25,P=2500 (bar),"C2, R1a, R1b",F18,,,"benzoic acid, 4-fluoro-",,serjeant,serjeant3552,2500 (bar),A
3552,O=C(O)c1ccc(F)cc1,pK1,3.687,25,P=3000 (bar),"C2, R1a, R1b",F18,,,"benzoic acid, 4-fluoro-",,serjeant,serjeant3552,3000 (bar),A
3575,O=C(O)c1cccc([N+](=O)[O-])c1,pK1,3.462,25,Value calculated from thermodynamic data given in the reference,O5a,B91,,,"benzoic acid, 3-nitro-",,serjeant,serjeant3575,,A
3576,O=C(O)c1ccc([N+](=O)[O-])cc1,pK1,3.426,25,Value calculated from thermodynamic data given in the reference,O5a,B91,,,"benzoic acid, 4-nitro-",,serjeant,serjeant3576,,A
3639,Cc1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1,pK1,4.231,25,C=0.00002,O5a,R30,,,"phenol, 4-methyl-2,6-dinitro-",,serjeant,serjeant3639,,A
3655,Cc1cc(O)ccc1Cl,pK1,9.549,25,m=0.00017,O5a,B90,Thermodynamic quantities are derived from the results,,"phenol, 4-chloro-3-methyl-",,serjeant,serjeant3655,,A
3655,Cc1cc(O)ccc1Cl,pK1,9.86,5,m=0.00017,O5a,B90,Thermodynamic quantities are derived from the results,,"phenol, 4-chloro-3-methyl-",,serjeant,serjeant3655,,A
3655,Cc1cc(O)ccc1Cl,pK1,9.776,10,m=0.00017,O5a,B90,Thermodynamic quantities are derived from the results,,"phenol, 4-chloro-3-methyl-",,serjeant,serjeant3655,,A
3655,Cc1cc(O)ccc1Cl,pK1,9.696,15,m=0.00017,O5a,B90,Thermodynamic quantities are derived from the results,,"phenol, 4-chloro-3-methyl-",,serjeant,serjeant3655,,A
3655,Cc1cc(O)ccc1Cl,pK1,9.621,20,m=0.00017,O5a,B90,Thermodynamic quantities are derived from the results,,"phenol, 4-chloro-3-methyl-",,serjeant,serjeant3655,,A
3655,Cc1cc(O)ccc1Cl,pK1,9.489,30,m=0.00017,O5a,B90,Thermodynamic quantities are derived from the results,,"phenol, 4-chloro-3-methyl-",,serjeant,serjeant3655,,A
3655,Cc1cc(O)ccc1Cl,pK1,9.429,35,m=0.00017,O5a,B90,Thermodynamic quantities are derived from the results,,"phenol, 4-chloro-3-methyl-",,serjeant,serjeant3655,,A
3655,Cc1cc(O)ccc1Cl,pK1,9.372,40,m=0.00017,O5a,B90,Thermodynamic quantities are derived from the results,,"phenol, 4-chloro-3-methyl-",,serjeant,serjeant3655,,A
3655,Cc1cc(O)ccc1Cl,pK1,9.318,45,m=0.00017,O5a,B90,Thermodynamic quantities are derived from the results,,"phenol, 4-chloro-3-methyl-",,serjeant,serjeant3655,,A
3655,Cc1cc(O)ccc1Cl,pK1,9.27,50,m=0.00017,O5a,B90,Thermodynamic quantities are derived from the results,,"phenol, 4-chloro-3-methyl-",,serjeant,serjeant3655,,A
3655,Cc1cc(O)ccc1Cl,pK1,9.218,55,m=0.00017,O5a,B90,Thermodynamic quantities are derived from the results,,"phenol, 4-chloro-3-methyl-",,serjeant,serjeant3655,,A
3655,Cc1cc(O)ccc1Cl,pK1,9.173,60,m=0.00017,O5a,B90,Thermodynamic quantities are derived from the results,,"phenol, 4-chloro-3-methyl-",,serjeant,serjeant3655,,A
3685,Cc1ccc([N+](=O)[O-])c(O)c1,pK1,7.409,25,C=0.000055,O5a,R37,Thermodynamic quantities are derived from the results,,"phenol, 5-methyl-2-nitro-",,serjeant,serjeant3685,,A
3685,Cc1ccc([N+](=O)[O-])c(O)c1,pK1,7.671,5,C=0.000055,O5a,R37,Thermodynamic quantities are derived from the results,,"phenol, 5-methyl-2-nitro-",,serjeant,serjeant3685,,A
3685,Cc1ccc([N+](=O)[O-])c(O)c1,pK1,7.596,10,C=0.000055,O5a,R37,Thermodynamic quantities are derived from the results,,"phenol, 5-methyl-2-nitro-",,serjeant,serjeant3685,,A
3685,Cc1ccc([N+](=O)[O-])c(O)c1,pK1,7.525,15,C=0.000055,O5a,R37,Thermodynamic quantities are derived from the results,,"phenol, 5-methyl-2-nitro-",,serjeant,serjeant3685,,A
3685,Cc1ccc([N+](=O)[O-])c(O)c1,pK1,7.466,20,C=0.000055,O5a,R37,Thermodynamic quantities are derived from the results,,"phenol, 5-methyl-2-nitro-",,serjeant,serjeant3685,,A
3685,Cc1ccc([N+](=O)[O-])c(O)c1,pK1,7.354,30,C=0.000055,O5a,R37,Thermodynamic quantities are derived from the results,,"phenol, 5-methyl-2-nitro-",,serjeant,serjeant3685,,A
3685,Cc1ccc([N+](=O)[O-])c(O)c1,pK1,7.303,35,C=0.000055,O5a,R37,Thermodynamic quantities are derived from the results,,"phenol, 5-methyl-2-nitro-",,serjeant,serjeant3685,,A
3685,Cc1ccc([N+](=O)[O-])c(O)c1,pK1,7.257,40,C=0.000055,O5a,R37,Thermodynamic quantities are derived from the results,,"phenol, 5-methyl-2-nitro-",,serjeant,serjeant3685,,A
3685,Cc1ccc([N+](=O)[O-])c(O)c1,pK1,7.215,45,C=0.000055,O5a,R37,Thermodynamic quantities are derived from the results,,"phenol, 5-methyl-2-nitro-",,serjeant,serjeant3685,,A
3685,Cc1ccc([N+](=O)[O-])c(O)c1,pK1,7.176,50,C=0.000055,O5a,R37,Thermodynamic quantities are derived from the results,,"phenol, 5-methyl-2-nitro-",,serjeant,serjeant3685,,A
3685,Cc1ccc([N+](=O)[O-])c(O)c1,pK1,7.133,55,C=0.000055,O5a,R37,Thermodynamic quantities are derived from the results,,"phenol, 5-methyl-2-nitro-",,serjeant,serjeant3685,,A
3685,Cc1ccc([N+](=O)[O-])c(O)c1,pK1,7.099,60,C=0.000055,O5a,R37,Thermodynamic quantities are derived from the results,,"phenol, 5-methyl-2-nitro-",,serjeant,serjeant3685,,A
3714,COc1cccc(S)c1,pK1,6.385,25,m=0.0001,O5a,D28,,,"benzenethiol, 3-methoxy-",,serjeant,serjeant3714,,A
3715,COc1ccc(S)cc1,pK1,6.775,25,"m=0.001, I<0.15",O5a,D28,,,"benzenethiol, 4-methoxy-",,serjeant,serjeant3715,,A
3976,O=C(O)Cc1ccccc1,pK1,4.307,25,m=0.005-0.02,"E1cg, R4",K30,,,"acetic acid, phenyl-",,serjeant,serjeant3976,,A
3976,O=C(O)Cc1ccccc1,pK1,4.305,25,Equation given for variation of pK with temperature,"C2, R1e",S89,Thermodynamic quantities are derived from the results,,"acetic acid, phenyl-",,serjeant,serjeant3976,,A
3976,O=C(O)Cc1ccccc1,pK1,4.287,15,Equation given for variation of pK with temperature,"C2, R1e",S89,Thermodynamic quantities are derived from the results,,"acetic acid, phenyl-",,serjeant,serjeant3976,,A
3976,O=C(O)Cc1ccccc1,pK1,4.329,35,Equation given for variation of pK with temperature,"C2, R1e",S89,Thermodynamic quantities are derived from the results,,"acetic acid, phenyl-",,serjeant,serjeant3976,,A
3976,O=C(O)Cc1ccccc1,pK1,4.374,50,Equation given for variation of pK with temperature,"C2, R1e",S89,Thermodynamic quantities are derived from the results,,"acetic acid, phenyl-",,serjeant,serjeant3976,,A
3976,O=C(O)Cc1ccccc1,pK1,4.407,60,Equation given for variation of pK with temperature,"C2, R1e",S89,Thermodynamic quantities are derived from the results,,"acetic acid, phenyl-",,serjeant,serjeant3976,,A
3976,O=C(O)Cc1ccccc1,pK1,4.462,75,Equation given for variation of pK with temperature,"C2, R1e",S89,Thermodynamic quantities are derived from the results,,"acetic acid, phenyl-",,serjeant,serjeant3976,,A
3976,O=C(O)Cc1ccccc1,pK1,4.529,90,Equation given for variation of pK with temperature,"C2, R1e",S89,Thermodynamic quantities are derived from the results,,"acetic acid, phenyl-",,serjeant,serjeant3976,,A
3983,Cc1cccc(C(=O)O)c1,pK1,4.254,25,Value calculated from thermodynamic data given in the reference,O5a,B91,,,"benzoic acid, 3-methyl-",,serjeant,serjeant3983,,A
3984,Cc1ccc(C(=O)O)cc1,pK1,4.373,25,Value calculated from thermodynamic data given in the reference,O5a,B91,,,"benzoic acid, 4-methyl-",,serjeant,serjeant3984,,A
4005,COc1cccc(C(=O)O)c1,pK1,4.095,25,Value calculated from thermodynamic data given in the reference,O5a,B91,,,"benzoic acid, 3-methoxy-",,serjeant,serjeant4005,,A
4006,COc1ccc(C(=O)O)cc1,pK1,4.496,25,Value calculated from thermodynamic data given in the reference,O5a,B91,,,"benzoic acid, 4-methoxy-",,serjeant,serjeant4006,,A
4032,CCc1cccc(O)c1,pK1,10.069,25,m=0.00018,O5a,B97,Thermodynamic quantities are derived from the results,,"phenol, 3-ethyl-",,serjeant,serjeant4032,,A
4032,CCc1cccc(O)c1,pK1,10.374,5,m=0.00018,O5a,B97,Thermodynamic quantities are derived from the results,,"phenol, 3-ethyl-",,serjeant,serjeant4032,,A
4032,CCc1cccc(O)c1,pK1,10.289,10,m=0.00018,O5a,B97,Thermodynamic quantities are derived from the results,,"phenol, 3-ethyl-",,serjeant,serjeant4032,,A
4032,CCc1cccc(O)c1,pK1,10.21,15,m=0.00018,O5a,B97,Thermodynamic quantities are derived from the results,,"phenol, 3-ethyl-",,serjeant,serjeant4032,,A
4032,CCc1cccc(O)c1,pK1,10.137,20,m=0.00018,O5a,B97,Thermodynamic quantities are derived from the results,,"phenol, 3-ethyl-",,serjeant,serjeant4032,,A
4032,CCc1cccc(O)c1,pK1,10.006,30,m=0.00018,O5a,B97,Thermodynamic quantities are derived from the results,,"phenol, 3-ethyl-",,serjeant,serjeant4032,,A
4032,CCc1cccc(O)c1,pK1,9.949,35,m=0.00018,O5a,B97,Thermodynamic quantities are derived from the results,,"phenol, 3-ethyl-",,serjeant,serjeant4032,,A
4032,CCc1cccc(O)c1,pK1,9.895,40,m=0.00018,O5a,B97,Thermodynamic quantities are derived from the results,,"phenol, 3-ethyl-",,serjeant,serjeant4032,,A
4032,CCc1cccc(O)c1,pK1,9.846,45,m=0.00018,O5a,B97,Thermodynamic quantities are derived from the results,,"phenol, 3-ethyl-",,serjeant,serjeant4032,,A
4032,CCc1cccc(O)c1,pK1,9.802,50,m=0.00018,O5a,B97,Thermodynamic quantities are derived from the results,,"phenol, 3-ethyl-",,serjeant,serjeant4032,,A
4041,CCOc1ccccc1O,pK1,10.109,25,m=0.00017,O5a,B94,Thermodynamic quantities are derived from the results,,"phenol, 2-ethoxy-",,serjeant,serjeant4041,,A
4041,CCOc1ccccc1O,pK1,10.447,5,m=0.00017,O5a,B94,Thermodynamic quantities are derived from the results,,"phenol, 2-ethoxy-",,serjeant,serjeant4041,,A
4041,CCOc1ccccc1O,pK1,10.355,10,m=0.00017,O5a,B94,Thermodynamic quantities are derived from the results,,"phenol, 2-ethoxy-",,serjeant,serjeant4041,,A
4041,CCOc1ccccc1O,pK1,10.269,15,m=0.00017,O5a,B94,Thermodynamic quantities are derived from the results,,"phenol, 2-ethoxy-",,serjeant,serjeant4041,,A
4041,CCOc1ccccc1O,pK1,10.186,20,m=0.00017,O5a,B94,Thermodynamic quantities are derived from the results,,"phenol, 2-ethoxy-",,serjeant,serjeant4041,,A
4041,CCOc1ccccc1O,pK1,10.034,30,m=0.00017,O5a,B94,Thermodynamic quantities are derived from the results,,"phenol, 2-ethoxy-",,serjeant,serjeant4041,,A
4041,CCOc1ccccc1O,pK1,9.964,35,m=0.00017,O5a,B94,Thermodynamic quantities are derived from the results,,"phenol, 2-ethoxy-",,serjeant,serjeant4041,,A
4041,CCOc1ccccc1O,pK1,9.898,40,m=0.00017,O5a,B94,Thermodynamic quantities are derived from the results,,"phenol, 2-ethoxy-",,serjeant,serjeant4041,,A
4041,CCOc1ccccc1O,pK1,9.834,45,m=0.00017,O5a,B94,Thermodynamic quantities are derived from the results,,"phenol, 2-ethoxy-",,serjeant,serjeant4041,,A
4041,CCOc1ccccc1O,pK1,9.775,50,m=0.00017,O5a,B94,Thermodynamic quantities are derived from the results,,"phenol, 2-ethoxy-",,serjeant,serjeant4041,,A
4042,CCOc1cccc(O)c1,pK1,9.655,25,m=0.00025,O5a,B92,,,"phenol, 3-ethoxy-",,serjeant,serjeant4042,,A
4042,CCOc1cccc(O)c1,pK1,9.953,5,m=0.00025,O5a,B92,,,"phenol, 3-ethoxy-",,serjeant,serjeant4042,,A
4042,CCOc1cccc(O)c1,pK1,9.868,10,m=0.00025,O5a,B92,,,"phenol, 3-ethoxy-",,serjeant,serjeant4042,,A
4042,CCOc1cccc(O)c1,pK1,9.791,15,m=0.00025,O5a,B92,,,"phenol, 3-ethoxy-",,serjeant,serjeant4042,,A
4042,CCOc1cccc(O)c1,pK1,9.72,20,m=0.00025,O5a,B92,,,"phenol, 3-ethoxy-",,serjeant,serjeant4042,,A
4042,CCOc1cccc(O)c1,pK1,9.595,30,m=0.00025,O5a,B92,,,"phenol, 3-ethoxy-",,serjeant,serjeant4042,,A
4042,CCOc1cccc(O)c1,pK1,9.54,35,m=0.00025,O5a,B92,,,"phenol, 3-ethoxy-",,serjeant,serjeant4042,,A
4042,CCOc1cccc(O)c1,pK1,9.491,40,m=0.00025,O5a,B92,,,"phenol, 3-ethoxy-",,serjeant,serjeant4042,,A
4042,CCOc1cccc(O)c1,pK1,9.446,45,m=0.00025,O5a,B92,,,"phenol, 3-ethoxy-",,serjeant,serjeant4042,,A
4042,CCOc1cccc(O)c1,pK1,9.406,50,m=0.00025,O5a,B92,,,"phenol, 3-ethoxy-",,serjeant,serjeant4042,,A
4042,CCOc1cccc(O)c1,pK1,9.369,55,m=0.00025,O5a,B92,,,"phenol, 3-ethoxy-",,serjeant,serjeant4042,,A
4042,CCOc1cccc(O)c1,pK1,9.337,60,m=0.00025,O5a,B92,,,"phenol, 3-ethoxy-",,serjeant,serjeant4042,,A
4054,COc1cc(O)cc(OC)c1,pK1,9.345,25,"m=0.00032, I=0.02-0.06",O5a,B93,Thermodynamic quantities are derived from the results,,"phenol, 3,5-dimethoxy-",,serjeant,serjeant4054,,A
4054,COc1cc(O)cc(OC)c1,pK1,9.517,10,"m=0.00032, I=0.02-0.06",O5a,B93,Thermodynamic quantities are derived from the results,,"phenol, 3,5-dimethoxy-",,serjeant,serjeant4054,,A
4054,COc1cc(O)cc(OC)c1,pK1,9.458,15,"m=0.00032, I=0.02-0.06",O5a,B93,Thermodynamic quantities are derived from the results,,"phenol, 3,5-dimethoxy-",,serjeant,serjeant4054,,A
4054,COc1cc(O)cc(OC)c1,pK1,9.402,20,"m=0.00032, I=0.02-0.06",O5a,B93,Thermodynamic quantities are derived from the results,,"phenol, 3,5-dimethoxy-",,serjeant,serjeant4054,,A
4054,COc1cc(O)cc(OC)c1,pK1,9.292,30,"m=0.00032, I=0.02-0.06",O5a,B93,Thermodynamic quantities are derived from the results,,"phenol, 3,5-dimethoxy-",,serjeant,serjeant4054,,A
4054,COc1cc(O)cc(OC)c1,pK1,9.237,35,"m=0.00032, I=0.02-0.06",O5a,B93,Thermodynamic quantities are derived from the results,,"phenol, 3,5-dimethoxy-",,serjeant,serjeant4054,,A
4054,COc1cc(O)cc(OC)c1,pK1,9.185,40,"m=0.00032, I=0.02-0.06",O5a,B93,Thermodynamic quantities are derived from the results,,"phenol, 3,5-dimethoxy-",,serjeant,serjeant4054,,A
4054,COc1cc(O)cc(OC)c1,pK1,9.136,45,"m=0.00032, I=0.02-0.06",O5a,B93,Thermodynamic quantities are derived from the results,,"phenol, 3,5-dimethoxy-",,serjeant,serjeant4054,,A
4054,COc1cc(O)cc(OC)c1,pK1,9.086,50,"m=0.00032, I=0.02-0.06",O5a,B93,Thermodynamic quantities are derived from the results,,"phenol, 3,5-dimethoxy-",,serjeant,serjeant4054,,A
4054,COc1cc(O)cc(OC)c1,pK1,9.038,55,"m=0.00032, I=0.02-0.06",O5a,B93,Thermodynamic quantities are derived from the results,,"phenol, 3,5-dimethoxy-",,serjeant,serjeant4054,,A
4054,COc1cc(O)cc(OC)c1,pK1,8.988,60,"m=0.00032, I=0.02-0.06",O5a,B93,Thermodynamic quantities are derived from the results,,"phenol, 3,5-dimethoxy-",,serjeant,serjeant4054,,A
4105,O=C(O)COc1cc(Cl)c(Cl)cc1Cl,pK1,2.833,25,C=0.00026-0.00099,"C2, R1c",M58,,,"phenoxyacetic acid, 2,4,5-trichloro-",,serjeant,serjeant4105,,A
4122,O=C(O)COc1ccc(Cl)cc1Cl,pK1,2.896,25,C=0.0003-0.0015,"C2, R1c",M58,,,"phenoxyacetic acid, 2,4-dichloro-",,serjeant,serjeant4122,,A
4179,O=C(O)Cc1ccc(F)cc1,pK1,4.218,25,,"C2, R1a, R1b",F18,,,"acetic acid, 2-(4-fluorophenyl)-",,serjeant,serjeant4179,,A
4179,O=C(O)Cc1ccc(F)cc1,pK1,4.007,25,P=1000 (bar),"C2, R1a, R1b",F18,,,"acetic acid, 2-(4-fluorophenyl)-",,serjeant,serjeant4179,1000 (bar),A
4179,O=C(O)Cc1ccc(F)cc1,pK1,3.829,25,P=2000 (bar),"C2, R1a, R1b",F18,,,"acetic acid, 2-(4-fluorophenyl)-",,serjeant,serjeant4179,2000 (bar),A
4179,O=C(O)Cc1ccc(F)cc1,pK1,3.676,25,P=3000 (bar),"C2, R1a, R1b",F18,,,"acetic acid, 2-(4-fluorophenyl)-",,serjeant,serjeant4179,3000 (bar),A
4184,O=C(O)COc1ccc(Cl)cc1,pK1,3.009,25,C=0.0006-0.0028,"C2, R1c",M58,,,"acetic acid, 2-(4-chlorophenoxy)-",,serjeant,serjeant4184,,A
4240,COC(=O)c1ccc(S)cc1,pK1,5.33,25,"m=0.0001, I<0.15",O5a,D28,,,Methyl 4-mercaptobenzoate,,serjeant,serjeant4240,,A
4273,Cc1cc(O)cc(C)c1Cl,pK1,9.702,25,m=0.00017,O5a,B90,Thermodynamic quantities are derived from the results,,"phenol, 4-chloro-3,5-dimethyl-",,serjeant,serjeant4273,,A
4273,Cc1cc(O)cc(C)c1Cl,pK1,10.006,5,m=0.00017,O5a,B90,Thermodynamic quantities are derived from the results,,"phenol, 4-chloro-3,5-dimethyl-",,serjeant,serjeant4273,,A
4273,Cc1cc(O)cc(C)c1Cl,pK1,9.929,10,m=0.00017,O5a,B90,Thermodynamic quantities are derived from the results,,"phenol, 4-chloro-3,5-dimethyl-",,serjeant,serjeant4273,,A
4273,Cc1cc(O)cc(C)c1Cl,pK1,9.851,15,m=0.00017,O5a,B90,Thermodynamic quantities are derived from the results,,"phenol, 4-chloro-3,5-dimethyl-",,serjeant,serjeant4273,,A
4273,Cc1cc(O)cc(C)c1Cl,pK1,9.778,20,m=0.00017,O5a,B90,Thermodynamic quantities are derived from the results,,"phenol, 4-chloro-3,5-dimethyl-",,serjeant,serjeant4273,,A
4273,Cc1cc(O)cc(C)c1Cl,pK1,9.634,30,m=0.00017,O5a,B90,Thermodynamic quantities are derived from the results,,"phenol, 4-chloro-3,5-dimethyl-",,serjeant,serjeant4273,,A
4273,Cc1cc(O)cc(C)c1Cl,pK1,9.569,35,m=0.00017,O5a,B90,Thermodynamic quantities are derived from the results,,"phenol, 4-chloro-3,5-dimethyl-",,serjeant,serjeant4273,,A
4273,Cc1cc(O)cc(C)c1Cl,pK1,9.511,40,m=0.00017,O5a,B90,Thermodynamic quantities are derived from the results,,"phenol, 4-chloro-3,5-dimethyl-",,serjeant,serjeant4273,,A
4273,Cc1cc(O)cc(C)c1Cl,pK1,9.459,45,m=0.00017,O5a,B90,Thermodynamic quantities are derived from the results,,"phenol, 4-chloro-3,5-dimethyl-",,serjeant,serjeant4273,,A
4273,Cc1cc(O)cc(C)c1Cl,pK1,9.41,50,m=0.00017,O5a,B90,Thermodynamic quantities are derived from the results,,"phenol, 4-chloro-3,5-dimethyl-",,serjeant,serjeant4273,,A
4273,Cc1cc(O)cc(C)c1Cl,pK1,9.361,55,m=0.00017,O5a,B90,Thermodynamic quantities are derived from the results,,"phenol, 4-chloro-3,5-dimethyl-",,serjeant,serjeant4273,,A
4273,Cc1cc(O)cc(C)c1Cl,pK1,9.321,60,m=0.00017,O5a,B90,Thermodynamic quantities are derived from the results,,"phenol, 4-chloro-3,5-dimethyl-",,serjeant,serjeant4273,,A
4391,CN(CCN(C)CC(=O)O)CC(=O)O,pK1,6.047,20,,O3,E1,Thermodynamic quantities are derived from the results,,"3,6-Diazaoctanedioic acid, 3,6-dimethyl-","Ethylenedinitrilo-N,N'-diacetic acid, N,N'-dimethyl",serjeant,serjeant4391,,A
4391,CN(CCN(C)CC(=O)O)CC(=O)O,pK2,10.068,20,,O3,E1,Thermodynamic quantities are derived from the results,,"3,6-Diazaoctanedioic acid, 3,6-dimethyl-","Ethylenedinitrilo-N,N'-diacetic acid, N,N'-dimethyl",serjeant,serjeant4391,,A
4391,CN(CCN(C)CC(=O)O)CC(=O)O,pK1,6.294,0,,O3,E1,Thermodynamic quantities are derived from the results,,"3,6-Diazaoctanedioic acid, 3,6-dimethyl-","Ethylenedinitrilo-N,N'-diacetic acid, N,N'-dimethyl",serjeant,serjeant4391,,A
4391,CN(CCN(C)CC(=O)O)CC(=O)O,pK1,6.169,10,,O3,E1,Thermodynamic quantities are derived from the results,,"3,6-Diazaoctanedioic acid, 3,6-dimethyl-","Ethylenedinitrilo-N,N'-diacetic acid, N,N'-dimethyl",serjeant,serjeant4391,,A
4391,CN(CCN(C)CC(=O)O)CC(=O)O,pK1,5.926,30,,O3,E1,Thermodynamic quantities are derived from the results,,"3,6-Diazaoctanedioic acid, 3,6-dimethyl-","Ethylenedinitrilo-N,N'-diacetic acid, N,N'-dimethyl",serjeant,serjeant4391,,A
4391,CN(CCN(C)CC(=O)O)CC(=O)O,pK1,9.684,40,,O3,E1,Thermodynamic quantities are derived from the results,,"3,6-Diazaoctanedioic acid, 3,6-dimethyl-","Ethylenedinitrilo-N,N'-diacetic acid, N,N'-dimethyl",serjeant,serjeant4391,,A
4391,CN(CCN(C)CC(=O)O)CC(=O)O,pK2,10.446,0,,O3,E1,Thermodynamic quantities are derived from the results,,"3,6-Diazaoctanedioic acid, 3,6-dimethyl-","Ethylenedinitrilo-N,N'-diacetic acid, N,N'-dimethyl",serjeant,serjeant4391,,A
4391,CN(CCN(C)CC(=O)O)CC(=O)O,pK2,10.268,10,,O3,E1,Thermodynamic quantities are derived from the results,,"3,6-Diazaoctanedioic acid, 3,6-dimethyl-","Ethylenedinitrilo-N,N'-diacetic acid, N,N'-dimethyl",serjeant,serjeant4391,,A
4391,CN(CCN(C)CC(=O)O)CC(=O)O,pK2,9.882,30,,O3,E1,Thermodynamic quantities are derived from the results,,"3,6-Diazaoctanedioic acid, 3,6-dimethyl-","Ethylenedinitrilo-N,N'-diacetic acid, N,N'-dimethyl",serjeant,serjeant4391,,A
4391,CN(CCN(C)CC(=O)O)CC(=O)O,pK2,5.803,40,,O3,E1,Thermodynamic quantities are derived from the results,,"3,6-Diazaoctanedioic acid, 3,6-dimethyl-","Ethylenedinitrilo-N,N'-diacetic acid, N,N'-dimethyl",serjeant,serjeant4391,,A
4531,CC(=O)c1ccccc1C(=O)O,pK1,4.126,25,C=0.00022-0.00214,"C2, R1c",B122,,,"benzoic acid, 2-acetyl-",,serjeant,serjeant4531,,A
4532,CC(=O)c1cccc(C(=O)O)c1,pK1,3.827,25,C=0.00023-0.00146,"C2, R1c",B122,,,"benzoic acid, 3-acetyl-",,serjeant,serjeant4532,,A
4533,CC(=O)c1ccc(C(=O)O)cc1,pK1,3.7,25,C=0.00017-0.00174,"C2, R1c",B122,,,"benzoic acid, 4-acetyl-",,serjeant,serjeant4533,,A
